,health index,MA_health index
<<<<<<< HEAD
0,0.9656730890274048,0.9656730890274048
1,0.984428882598877,0.984428882598877
2,0.9787710309028625,0.9787710309028625
3,0.9829815030097961,0.9829815030097961
4,0.989449143409729,0.989449143409729
5,0.9801369309425354,0.9802607297897339
6,0.9697311520576477,0.98315349817276
7,0.9805173277854919,0.9802139520645141
8,0.9869689345359802,0.9805632114410401
9,0.9842528700828552,0.9813606977462769
10,0.9804103970527649,0.9803214430809021
11,0.9852021336555481,0.980376136302948
12,0.9668461680412292,0.983470332622528
13,0.9864271283149719,0.9807361006736756
14,0.9717202186584473,0.9806277394294739
15,0.9791328310966492,0.9781212091445923
16,0.9573627710342407,0.9778656959533691
17,0.9750970602035522,0.9722978234291076
18,0.9861175417900085,0.9739480018615723
19,0.9751257300376892,0.9738860845565795
20,0.9793822765350342,0.9745671868324279
21,0.9701488018035889,0.9746170759201049
22,0.9742780327796936,0.9771742820739746
23,0.970069169998169,0.9770104765892029
24,0.9735463857650757,0.973800802230835
25,0.9458102583885193,0.9734849333763123
26,0.9571979641914368,0.9667705297470093
27,0.9853523373603821,0.9641803622245788
28,0.9728163480758667,0.9663952231407166
29,0.9769771099090576,0.9669446587562561
30,0.9429033994674683,0.9676308035850525
31,0.983461856842041,0.9670494318008422
32,0.972213625907898,0.9723022103309631
33,0.9634326696395874,0.9696744680404663
34,0.9539555311203003,0.9677977323532104
35,0.9397680163383484,0.963193416595459
36,0.966681182384491,0.962566339969635
37,0.9398987889289856,0.959210205078125
38,0.9787787795066833,0.9527472376823425
39,0.9756077527999878,0.9558164596557617
40,0.9812962412834167,0.9601469039916992
41,0.9747974872589111,0.9684525489807129
42,0.9781575798988342,0.970075809955597
43,0.9613999724388123,0.9777275681495666
44,0.9853408932685852,0.9742518067359924
45,0.9797568917274475,0.9761984348297119
46,0.9579273462295532,0.9758905649185181
47,0.9789720773696899,0.9725165367126465
48,0.9360684156417847,0.9726794362068176
49,0.9832351207733154,0.9676131248474121
50,0.986604630947113,0.9671919703483581
51,0.9712923169136047,0.9685615181922913
52,0.9767782688140869,0.9712345123291015
53,0.9737061262130737,0.970795750617981
54,0.9548031091690063,0.9783232927322387
55,0.9601714611053467,0.9726368904113769
56,0.9069380164146423,0.9673502564430236
57,0.9906455278396606,0.9544793963432312
58,0.9470964074134827,0.957252848148346
59,0.90224289894104,0.9519309043884278
60,0.9851537942886353,0.9414188623428345
61,0.9783258438110352,0.9464153289794922
62,0.9877346158027649,0.9606928944587707
63,0.9739358425140381,0.9601107120513916
64,0.9805012941360474,0.9654785990715027
65,0.9706243276596069,0.9811302781105041
66,0.9662829637527466,0.9782243847846985
67,0.992294430732727,0.9758158087730407
68,0.988643229007721,0.9767277717590332
69,0.9792711734771729,0.9796692490577698
70,0.9814900755882263,0.9794232249259949
71,0.9836371541023254,0.9815963745117188
72,0.9912732243537903,0.9850672125816345
73,0.9903938174247742,0.9848629713058472
74,0.9842265248298645,0.9852130889892579
75,0.985680103302002,0.9862041592597961
76,0.9838575720787048,0.9870421648025512
77,0.9835042953491211,0.9870862483978271
78,0.9891853332519531,0.9855324625968933
79,0.9422256946563721,0.9852907657623291
80,0.9891323447227478,0.9768905997276306
81,0.9813235402107239,0.9775810480117798
82,0.9862983822822571,0.9770742416381836
83,0.9894652366638184,0.9776330590248108
84,0.9928626418113708,0.9776890397071838
85,0.9877469539642334,0.9878164291381836
86,0.9882004261016846,0.9875393509864807
87,0.988232433795929,0.9889147281646729
88,0.9915677905082703,0.9893015384674072
89,0.9866031408309937,0.9897220492362976
90,0.9908356666564941,0.9884701490402221
91,0.9907045960426331,0.9890878915786743
92,0.9564686417579651,0.9895887255668641
93,0.9926033616065979,0.9832359671592712
94,0.9880358576774597,0.9834430813789368
95,0.9933899641036987,0.98372962474823
96,0.976195752620697,0.9842404842376709
97,0.9914236664772034,0.9813387155532837
98,0.9739954471588135,0.9883297204971313
99,0.9896252751350403,0.9846081376075745
100,0.9894021153450012,0.9849260210990906
101,0.9822767376899719,0.984128451347351
102,0.9784794449806213,0.985344648361206
103,0.9866079092025757,0.9827558040618897
104,0.93296217918396,0.9852782964706421
105,0.9876903295516968,0.973945677280426
106,0.9855136871337891,0.9736033201217651
107,0.8500806093215942,0.9742507100105285
108,0.9588170647621155,0.9485709428787231
109,0.9889821410179138,0.9430127739906311
110,0.9735292792320251,0.9542167663574219
111,0.970873236656189,0.9513845562934875
112,0.9630102515220642,0.9484564661979675
113,0.9874616265296936,0.9710423946380615
114,0.9852046966552734,0.9767713069915771
115,0.9667028188705444,0.976015818119049
116,0.9702453017234802,0.974650526046753
117,0.9935173988342285,0.9745249390602112
118,0.9719388484954834,0.9806263685226441
119,0.9865022897720337,0.977521812915802
120,0.9886448383331299,0.977781331539154
121,0.9769325256347656,0.9821697354316712
122,0.9915653467178345,0.9835071802139282
123,0.9940075874328613,0.9831167697906494
124,0.974302351474762,0.987530517578125
125,0.9886704683303833,0.9850905299186706
126,0.982832133769989,0.9850956559181213
127,0.986615777015686,0.986275577545166
128,0.9653221368789673,0.9852856636047364
129,0.9813334345817566,0.9795485734939575
130,0.9446268677711487,0.9809547901153565
131,0.9929006099700928,0.9721460700035095
132,0.9286357164382935,0.9741597652435303
